Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Rural,All,"Congo, Dem. Rep.",Local Currency,Energy,338966.252164885
Urban,Higher,"Congo, Dem. Rep.",US$,Energy,0.170322486
Urban,Higher,"Congo, Dem. Rep.",$PPP,Energy,0.212878845
Urban,Higher,"Congo, Dem. Rep.",Local Currency,Energy,154.297353976
Urban,Middle,"Congo, Dem. Rep.",US$,Energy,0.288440150
Urban,Middle,"Congo, Dem. Rep.",$PPP,Energy,0.360509100
Urban,Middle,"Congo, Dem. Rep.",Local Currency,Energy,261.301682019
Urban,Lowest,"Congo, Dem. Rep.",US$,Energy,350.261777286
Urban,Lowest,"Congo, Dem. Rep.",$PPP,Energy,437.777326630
Urban,Lowest,"Congo, Dem. Rep.",Local Currency,Energy,317306.697446597
Urban,Low,"Congo, Dem. Rep.",US$,Energy,20.008553472
Urban,Low,"Congo, Dem. Rep.",$PPP,Energy,25.007841611
Urban,Low,"Congo, Dem. Rep.",Local Currency,Energy,18126.008701284
Urban,All,"Congo, Dem. Rep.",US$,Energy,370.729093394
Urban,All,"Congo, Dem. Rep.",$PPP,Energy,463.358556185
Urban,All,"Congo, Dem. Rep.",Local Currency,Energy,335848.305183814
National,Higher,"Congo, Rep.",US$,Energy,1.979050519
National,Higher,"Congo, Rep.",$PPP,Energy,2.245226220
National,Higher,"Congo, Rep.",Local Currency,Energy,980.178203833
National,Middle,"Congo, Rep.",US$,Energy,22.090766986
National,Middle,"Congo, Rep.",$PPP,Energy,25.061901545
National,Middle,"Congo, Rep.",Local Currency,Energy,10941.048800513
National,Lowest,"Congo, Rep.",US$,Energy,64.925417992
National,Lowest,"Congo, Rep.",$PPP,Energy,73.657670399
National,Lowest,"Congo, Rep.",Local Currency,Energy,32156.066246968
National,Low,"Congo, Rep.",US$,Energy,87.049200850
National,Low,"Congo, Rep.",$PPP,Energy,98.757028341
National,Low,"Congo, Rep.",Local Currency,Energy,43113.467049578
National,All,"Congo, Rep.",US$,Energy,176.044436347
National,All,"Congo, Rep.",$PPP,Energy,199.721826505
National,All,"Congo, Rep.",Local Currency,Energy,87190.760300798
Rural,Higher,"Congo, Rep.",US$,Energy,0
Rural,Higher,"Congo, Rep.",$PPP,Energy,0
Rural,Higher,"Congo, Rep.",Local Currency,Energy,0
Rural,Middle,"Congo, Rep.",US$,Energy,2.065027507
Rural,Middle,"Congo, Rep.",$PPP,Energy,2.342766827
Rural,Middle,"Congo, Rep.",Local Currency,Energy,1022.760628620
Rural,Lowest,"Congo, Rep.",US$,Energy,23.842797154
Rural,Lowest,"Congo, Rep.",$PPP,Energy,27.049573934
Rural,Lowest,"Congo, Rep.",Local Currency,Energy,11808.789046169
Rural,Low,"Congo, Rep.",US$,Energy,15.191991826
Rural,Low,"Congo, Rep.",$PPP,Energy,17.235264112
Rural,Low,"Congo, Rep.",Local Currency,Energy,7524.244135812
Rural,All,"Congo, Rep.",US$,Energy,41.099816488
Rural,All,"Congo, Rep.",$PPP,Energy,46.627604872
Rural,All,"Congo, Rep.",Local Currency,Energy,20355.793810537
Urban,Higher,"Congo, Rep.",US$,Energy,1.979050519
Urban,Higher,"Congo, Rep.",$PPP,Energy,2.245226220
Urban,Higher,"Congo, Rep.",Local Currency,Energy,980.178203833
Urban,Middle,"Congo, Rep.",US$,Energy,20.025739479
Urban,Middle,"Congo, Rep.",$PPP,Energy,22.719134719
Urban,Middle,"Congo, Rep.",Local Currency,Energy,9918.288171927
Urban,Lowest,"Congo, Rep.",US$,Energy,41.082620838
Urban,Lowest,"Congo, Rep.",$PPP,Energy,46.608096465
Urban,Lowest,"Congo, Rep.",Local Currency,Energy,20347.27720084
Urban,Low,"Congo, Rep.",US$,Energy,71.857209024
Urban,Low,"Congo, Rep.",$PPP,Energy,81.521764229
Urban,Low,"Congo, Rep.",Local Currency,Energy,35589.222913794
Urban,All,"Congo, Rep.",US$,Energy,134.944619860
Urban,All,"Congo, Rep.",$PPP,Energy,153.094221633
Urban,All,"Congo, Rep.",Local Currency,Energy,66834.966490294
National,Higher,Cote d'Ivoire,US$,Energy,4.903416179
National,Higher,Cote d'Ivoire,$PPP,Energy,7.300109281
National,Higher,Cote d'Ivoire,Local Currency,Energy,2428.549254766
National,Middle,Cote d'Ivoire,US$,Energy,60.838521334
National,Middle,Cote d'Ivoire,$PPP,Energy,90.575190444
National,Middle,Cote d'Ivoire,Local Currency,Energy,30131.920330550
National,Lowest,Cote d'Ivoire,US$,Energy,131.186316891
National,Lowest,Cote d'Ivoire,$PPP,Energy,195.307600770
National,Lowest,Cote d'Ivoire,Local Currency,Energy,64973.565470931
National,Low,Cote d'Ivoire,US$,Energy,234.656231193
National,Low,Cote d'Ivoire,$PPP,Energy,349.351568106
National,Low,Cote d'Ivoire,Local Currency,Energy,116219.834216422
National,All,Cote d'Ivoire,US$,Energy,431.584485596
National,All,Cote d'Ivoire,$PPP,Energy,642.534468600
National,All,Cote d'Ivoire,Local Currency,Energy,213753.869272609
Rural,Higher,Cote d'Ivoire,US$,Energy,0.024095226
Rural,Higher,Cote d'Ivoire,$PPP,Energy,0.035872497
Rural,Higher,Cote d'Ivoire,Local Currency,Energy,11.933811090
Rural,Middle,Cote d'Ivoire,US$,Energy,5.706454318
Rural,Middle,Cote d'Ivoire,$PPP,Energy,8.495656622
Rural,Middle,Cote d'Ivoire,Local Currency,Energy,2826.275575478
Rural,Lowest,Cote d'Ivoire,US$,Energy,28.073266244
Rural,Lowest,Cote d'Ivoire,$PPP,Energy,41.794925003
Rural,Lowest,Cote d'Ivoire,Local Currency,Energy,13904.043085480
Rural,Low,Cote d'Ivoire,US$,Energy,22.027543181
Rural,Low,Cote d'Ivoire,$PPP,Energy,32.794171766
Rural,Low,Cote d'Ivoire,Local Currency,Energy,10909.735504044
Rural,All,Cote d'Ivoire,US$,Energy,55.831358969
Rural,All,Cote d'Ivoire,$PPP,Energy,83.120625888
Rural,All,Cote d'Ivoire,Local Currency,Energy,27651.987976062
Urban,Higher,Cote d'Ivoire,US$,Energy,4.879320953
Urban,Higher,Cote d'Ivoire,$PPP,Energy,7.264236784
Urban,Higher,Cote d'Ivoire,Local Currency,Energy,2416.615443679
Urban,Middle,Cote d'Ivoire,US$,Energy,55.132067015
Urban,Middle,Cote d'Ivoire,$PPP,Energy,82.079533822
Urban,Middle,Cote d'Ivoire,Local Currency,Energy,27305.644755090
Urban,Lowest,Cote d'Ivoire,US$,Energy,103.113050647
Urban,Lowest,Cote d'Ivoire,$PPP,Energy,153.512675767
Urban,Lowest,Cote d'Ivoire,Local Currency,Energy,51069.522385481
Urban,Low,Cote d'Ivoire,US$,Energy,212.628688012
Urban,Low,Cote d'Ivoire,$PPP,Energy,316.557396339
Urban,Low,Cote d'Ivoire,Local Currency,Energy,105310.098712394
Urban,All,Cote d'Ivoire,US$,Energy,375.753126627
Urban,All,Cote d'Ivoire,$PPP,Energy,559.413842712
Urban,All,Cote d'Ivoire,Local Currency,Energy,186101.881296565
National,Higher,Djibouti,US$,Energy,3.455989526
National,Higher,Djibouti,$PPP,Energy,4.949170155
National,Higher,Djibouti,Local Currency,Energy,614.201914608
National,Middle,Djibouti,US$,Energy,55.472813424
National,Middle,Djibouti,$PPP,Energy,79.440169171
National,Middle,Djibouti,Local Currency,Energy,9858.683874512
National,Lowest,Djibouti,US$,Energy,12.534409903
National,Lowest,Djibouti,$PPP,Energy,17.949975523
National,Lowest,Djibouti,Local Currency,Energy,2227.627862360
National,Low,Djibouti,US$,Energy,68.055281526
National,Low,Djibouti,$PPP,Energy,97.458966722
National,Low,Djibouti,Local Currency,Energy,12094.852688148
National,All,Djibouti,US$,Energy,139.518494378
National,All,Djibouti,$PPP,Energy,199.798281569
National,All,Djibouti,Local Currency,Energy,24795.366339334
Rural,Higher,Djibouti,US$,Energy,0.028513196
Rural,Higher,Djibouti,$PPP,Energy,0.040832490
Rural,Higher,Djibouti,Local Currency,Energy,5.067393626
Rural,Middle,Djibouti,US$,Energy,2.314162004
Rural,Middle,Djibouti,$PPP,Energy,3.314009327
Rural,Middle,Djibouti,Local Currency,Energy,411.275185455
Rural,Lowest,Djibouti,US$,Energy,3.075580587
Rural,Lowest,Djibouti,$PPP,Energy,4.404403293
Rural,Lowest,Djibouti,Local Currency,Energy,546.595257499
Rural,Low,Djibouti,US$,Energy,3.548804763
Rural,Low,Djibouti,$PPP,Energy,5.082086761
Rural,Low,Djibouti,Local Currency,Energy,630.697131219
Rural,All,Djibouti,US$,Energy,8.967060548
Rural,All,Djibouti,$PPP,Energy,12.841331869
Rural,All,Djibouti,Local Currency,Energy,1593.634967609
Urban,Higher,Djibouti,US$,Energy,3.427476331
Urban,Higher,Djibouti,$PPP,Energy,4.908337666
Urban,Higher,Djibouti,Local Currency,Energy,609.134520998
Urban,Middle,Djibouti,US$,Energy,53.158651421
Urban,Middle,Djibouti,$PPP,Energy,76.126159846
Urban,Middle,Djibouti,Local Currency,Energy,9447.408689193
Urban,Lowest,Djibouti,US$,Energy,9.458829316
Urban,Lowest,Djibouti,$PPP,Energy,13.545572230
Urban,Lowest,Djibouti,Local Currency,Energy,1681.032604917
Urban,Low,Djibouti,US$,Energy,64.506476764
Urban,Low,Djibouti,$PPP,Energy,92.376879962
Urban,Low,Djibouti,Local Currency,Energy,11464.155557004
Urban,All,Djibouti,US$,Energy,130.551433831
Urban,All,Djibouti,$PPP,Energy,186.956949701
Urban,All,Djibouti,Local Currency,Energy,23201.731371793
National,Higher,"Egypt, Arab Rep.",US$,Energy,35.793681262
National,Higher,"Egypt, Arab Rep.",$PPP,Energy,64.168391600
National,Higher,"Egypt, Arab Rep.",Local Currency,Energy,201.232076057
National,Middle,"Egypt, Arab Rep.",US$,Energy,136.243227216
National,Middle,"Egypt, Arab Rep.",$PPP,Energy,244.247265118
National,Middle,"Egypt, Arab Rep.",Local Currency,Energy,765.959423409
National,Lowest,"Egypt, Arab Rep.",US$,Energy,637.188629974
National,Lowest,"Egypt, Arab Rep.",$PPP,Energy,1142.306912536
National,Lowest,"Egypt, Arab Rep.",Local Currency,Energy,3582.274477714
National,Low,"Egypt, Arab Rep.",US$,Energy,711.274183081
National,Low,"Egypt, Arab Rep.",$PPP,Energy,1275.122275918
National,Low,"Egypt, Arab Rep.",Local Currency,Energy,3998.783457280
National,All,"Egypt, Arab Rep.",US$,Energy,1520.499721521
National,All,"Egypt, Arab Rep.",$PPP,Energy,2725.844845150
National,All,"Egypt, Arab Rep.",Local Currency,Energy,8548.249434392
Rural,Higher,"Egypt, Arab Rep.",US$,Energy,4.114991096
Rural,Higher,"Egypt, Arab Rep.",$PPP,Energy,7.377066308
Rural,Higher,"Egypt, Arab Rep.",Local Currency,Energy,23.134479942
Rural,Middle,"Egypt, Arab Rep.",US$,Energy,5.666491837
Rural,Middle,"Egypt, Arab Rep.",$PPP,Energy,10.158487598
Rural,Middle,"Egypt, Arab Rep.",Local Currency,Energy,31.857017108
Rural,Lowest,"Egypt, Arab Rep.",US$,Energy,433.011449977
Rural,Lowest,"Egypt, Arab Rep.",$PPP,Energy,776.272439977
Rural,Lowest,"Egypt, Arab Rep.",Local Currency,Energy,2434.390371769
Rural,Low,"Egypt, Arab Rep.",US$,Energy,241.956163001
Rural,Low,"Egypt, Arab Rep.",$PPP,Energy,433.761973339
Rural,Low,"Egypt, Arab Rep.",Local Currency,Energy,1360.277548392
Rural,All,"Egypt, Arab Rep.",US$,Energy,684.749095895
Rural,All,"Egypt, Arab Rep.",$PPP,Energy,1227.569967194
Rural,All,"Egypt, Arab Rep.",Local Currency,Energy,3849.659417121
Urban,Higher,"Egypt, Arab Rep.",US$,Energy,31.678690175
Urban,Higher,"Egypt, Arab Rep.",$PPP,Energy,56.791325307
Urban,Higher,"Egypt, Arab Rep.",Local Currency,Energy,178.097596162
Urban,Middle,"Egypt, Arab Rep.",US$,Energy,130.576735382
Urban,Middle,"Egypt, Arab Rep.",$PPP,Energy,234.088777525
Urban,Middle,"Egypt, Arab Rep.",Local Currency,Energy,734.102406318
Urban,Lowest,"Egypt, Arab Rep.",US$,Energy,204.177180002
Urban,Lowest,"Egypt, Arab Rep.",$PPP,Energy,366.034472568
Urban,Lowest,"Egypt, Arab Rep.",Local Currency,Energy,1147.884105973
Urban,Low,"Egypt, Arab Rep.",US$,Energy,469.318020084
Urban,Low,"Egypt, Arab Rep.",$PPP,Energy,841.360302587
Urban,Low,"Egypt, Arab Rep.",Local Currency,Energy,2638.505908912
Urban,All,"Egypt, Arab Rep.",US$,Energy,835.750625631
Urban,All,"Egypt, Arab Rep.",$PPP,Energy,1498.274877964
Urban,All,"Egypt, Arab Rep.",Local Currency,Energy,4698.590017296
National,Higher,El Salvador,US$,Energy,5.728814382
National,Higher,El Salvador,$PPP,Energy,9.792845097
National,Higher,El Salvador,Local Currency,Energy,5.728814382
National,Middle,El Salvador,US$,Energy,47.449705579
National,Middle,El Salvador,$PPP,Energy,81.110607828
National,Middle,El Salvador,Local Currency,Energy,47.449705579
National,Lowest,El Salvador,US$,Energy,127.012993908
National,Lowest,El Salvador,$PPP,Energy,217.116228903
National,Lowest,El Salvador,Local Currency,Energy,127.012993908
National,Low,El Salvador,US$,Energy,158.282212779
National,Low,El Salvador,$PPP,Energy,270.567885092
National,Low,El Salvador,Local Currency,Energy,158.282212779
National,All,El Salvador,US$,Energy,338.473726493
National,All,El Salvador,$PPP,Energy,578.587566654
National,All,El Salvador,Local Currency,Energy,338.473726493
Rural,Higher,El Salvador,US$,Energy,0.628801464
Rural,Higher,El Salvador,$PPP,Energy,1.074874298
Rural,Higher,El Salvador,Local Currency,Energy,0.628801464
Rural,Middle,El Salvador,US$,Energy,4.208219353
Rural,Middle,El Salvador,$PPP,Energy,7.193537355
Rural,Middle,El Salvador,Local Currency,Energy,4.208219353
Rural,Lowest,El Salvador,US$,Energy,32.395587164
Rural,Lowest,El Salvador,$PPP,Energy,55.377072076
Rural,Lowest,El Salvador,Local Currency,Energy,32.395587164
Rural,Low,El Salvador,US$,Energy,24.771764090
Rural,Low,El Salvador,$PPP,Energy,42.344895881
Rural,Low,El Salvador,Local Currency,Energy,24.771764090
Rural,All,El Salvador,US$,Energy,62.004371986
Rural,All,El Salvador,$PPP,Energy,105.990379463
Rural,All,El Salvador,Local Currency,Energy,62.004371986
Urban,Higher,El Salvador,US$,Energy,5.100012925
Urban,Higher,El Salvador,$PPP,Energy,8.717970812
Urban,Higher,El Salvador,Local Currency,Energy,5.100012925
Urban,Middle,El Salvador,US$,Energy,43.241486253
Urban,Middle,El Salvador,$PPP,Energy,73.917070518
Urban,Middle,El Salvador,Local Currency,Energy,43.241486253
Urban,Lowest,El Salvador,US$,Energy,94.617406842
Urban,Lowest,El Salvador,$PPP,Energy,161.739156995
Urban,Lowest,El Salvador,Local Currency,Energy,94.617406842
Urban,Low,El Salvador,US$,Energy,133.510448730
Urban,Low,El Salvador,$PPP,Energy,228.222989282
Urban,Low,El Salvador,Local Currency,Energy,133.510448730
Urban,All,El Salvador,US$,Energy,276.469354554
Urban,All,El Salvador,$PPP,Energy,472.597187272
Urban,All,El Salvador,Local Currency,Energy,276.469354554
National,Higher,Ethiopia,US$,Energy,1.608526700
National,Higher,Ethiopia,$PPP,Energy,4.218174658
National,Higher,Ethiopia,Local Currency,Energy,23.178869747
National,Middle,Ethiopia,US$,Energy,40.330202187
National,Middle,Ethiopia,$PPP,Energy,105.761276343
National,Middle,Ethiopia,Local Currency,Energy,581.158213507
National,Lowest,Ethiopia,US$,Energy,1698.777457118
National,Lowest,Ethiopia,$PPP,Energy,4454.846798375
National,Lowest,Ethiopia,Local Currency,Energy,24479.383157070
National,Low,Ethiopia,US$,Energy,1535.638833471
National,Low,Ethiopia,$PPP,Energy,4027.034684316
National,Low,Ethiopia,Local Currency,Energy,22128.555590317
National,All,Ethiopia,US$,Energy,3276.355019465
National,All,Ethiopia,$PPP,Energy,8591.860933666
National,All,Ethiopia,Local Currency,Energy,47212.275830496
Rural,Higher,Ethiopia,US$,Energy,0.183415318
Rural,Higher,Ethiopia,$PPP,Energy,0.480985392
Rural,Higher,Ethiopia,Local Currency,Energy,2.643014730
Rural,Middle,Ethiopia,US$,Energy,10.804923434
Rural,Middle,Ethiopia,$PPP,Energy,28.334658178
Rural,Middle,Ethiopia,Local Currency,Energy,155.698946689
Rural,Lowest,Ethiopia,US$,Energy,1550.025312100
Rural,Lowest,Ethiopia,$PPP,Energy,4064.761555479
Rural,Lowest,Ethiopia,Local Currency,Energy,22335.864747358
Rural,Low,Ethiopia,US$,Energy,1275.512530518
Rural,Low,Ethiopia,$PPP,Energy,3344.883633259
Rural,Low,Ethiopia,Local Currency,Energy,18380.135564760
Rural,All,Ethiopia,US$,Energy,2836.526181357
Rural,All,Ethiopia,$PPP,Energy,7438.460832275
Rural,All,Ethiopia,Local Currency,Energy,40874.342273352
Urban,Higher,Ethiopia,US$,Energy,1.425111383
Urban,Higher,Ethiopia,$PPP,Energy,3.737189269
Urban,Higher,Ethiopia,Local Currency,Energy,20.535855032
Urban,Middle,Ethiopia,US$,Energy,29.525278756
Urban,Middle,Ethiopia,$PPP,Energy,77.426618176
Urban,Middle,Ethiopia,Local Currency,Energy,425.459266878
Urban,Lowest,Ethiopia,US$,Energy,148.752145023
Urban,Lowest,Ethiopia,$PPP,Energy,390.085242909
Urban,Lowest,Ethiopia,Local Currency,Energy,2143.518409785
Urban,Low,Ethiopia,US$,Energy,260.126302958
Urban,Low,Ethiopia,$PPP,Energy,682.151051070
Urban,Low,Ethiopia,Local Currency,Energy,3748.420025630
Urban,All,Ethiopia,US$,Energy,439.828838113
Urban,All,Ethiopia,$PPP,Energy,1153.400101403
Urban,All,Ethiopia,Local Currency,Energy,6337.933557212
National,Higher,Fiji,US$,Energy,2.617791376
National,Higher,Fiji,$PPP,Energy,2.859296048
National,Higher,Fiji,Local Currency,Energy,5.020923860
National,Middle,Fiji,US$,Energy,20.691105159
National,Middle,Fiji,$PPP,Energy,22.599965658
National,Middle,Fiji,Local Currency,Energy,39.685539695
National,Lowest,Fiji,US$,Energy,18.428233661
National,Lowest,Fiji,$PPP,Energy,20.128332666
National,Lowest,Fiji,Local Currency,Energy,35.345352161
National,Low,Fiji,US$,Energy,46.181477474
National,Low,Fiji,$PPP,Energy,50.441955464
National,Low,Fiji,Local Currency,Energy,88.576073795
National,All,Fiji,US$,Energy,87.918607584
National,All,Fiji,$PPP,Energy,96.029549741
National,All,Fiji,Local Currency,Energy,168.627889345
Rural,Higher,Fiji,US$,Energy,0.105769156
Rural,Higher,Fiji,$PPP,Energy,0.115526903
Rural,Higher,Fiji,Local Currency,Energy,0.202865241
Rural,Middle,Fiji,US$,Energy,2.939217300
Rural,Middle,Fiji,$PPP,Energy,3.210375160
Rural,Middle,Fiji,Local Currency,Energy,5.637418782
Rural,Lowest,Fiji,US$,Energy,10.354580160
Rural,Lowest,Fiji,$PPP,Energy,11.309843250
Rural,Lowest,Fiji,Local Currency,Energy,19.860084747
Rural,Low,Fiji,US$,Energy,13.530782995
Rural,Low,Fiji,$PPP,Energy,14.779067075
Rural,Low,Fiji,Local Currency,Energy,25.952041784
Rural,All,Fiji,US$,Energy,26.930349543
Rural,All,Fiji,$PPP,Energy,29.414812314
Rural,All,Fiji,Local Currency,Energy,51.652410423
Urban,Higher,Fiji,US$,Energy,2.512022233
Urban,Higher,Fiji,$PPP,Energy,2.743769159
Urban,Higher,Fiji,Local Currency,Energy,4.818058642
Urban,Middle,Fiji,US$,Energy,17.751887880
Urban,Middle,Fiji,$PPP,Energy,19.389590521
Urban,Middle,Fiji,Local Currency,Energy,34.048120955
Urban,Lowest,Fiji,US$,Energy,8.073653542
Urban,Lowest,Fiji,$PPP,Energy,8.818489461
Urban,Lowest,Fiji,Local Currency,Energy,15.485267493
Urban,Low,Fiji,US$,Energy,32.650694512
Urban,Low,Fiji,$PPP,Energy,35.662888425
Urban,Low,Fiji,Local Currency,Energy,62.624032075
Urban,All,Fiji,US$,Energy,60.988258072
Urban,All,Fiji,$PPP,Energy,66.614737462
Urban,All,Fiji,Local Currency,Energy,116.975478983
National,Higher,Gabon,US$,Energy,16.403599722
National,Higher,Gabon,$PPP,Energy,18.142066201
National,Higher,Gabon,Local Currency,Energy,8124.325659749
National,Middle,Gabon,US$,Energy,55.709352286
National,Middle,Gabon,$PPP,Energy,61.613473522
National,Middle,Gabon,Local Currency,Energy,27591.560872023
National,Lowest,Gabon,US$,Energy,14.934281122
National,Lowest,Gabon,$PPP,Energy,16.517028052
National,Lowest,Gabon,Local Currency,Energy,7396.605951260
National,Low,Gabon,US$,Energy,85.526827126
National,Low,Gabon,$PPP,Energy,94.591027939
National,Low,Gabon,Local Currency,Energy,42359.470358439
National,All,Gabon,US$,Energy,172.574060256
National,All,Gabon,$PPP,Energy,190.863595713
National,All,Gabon,Local Currency,Energy,85471.962841324
Rural,Higher,Gabon,US$,Energy,0.067232887
Rural,Higher,Gabon,$PPP,Energy,0.074358282
Rural,Higher,Gabon,Local Currency,Energy,33.298902711
Rural,Middle,Gabon,US$,Energy,2.799163407
Rural,Middle,Gabon,$PPP,Energy,3.095820960
Rural,Middle,Gabon,Local Currency,Energy,1386.361254786
Rural,Lowest,Gabon,US$,Energy,2.017549040
Rural,Lowest,Gabon,$PPP,Energy,2.231370483
Rural,Lowest,Gabon,Local Currency,Energy,999.245635734
Rural,Low,Gabon,US$,Energy,5.515971212
Rural,Low,Gabon,$PPP,Energy,6.100558206
Rural,Low,Gabon,Local Currency,Energy,2731.933673919
Rural,All,Gabon,US$,Energy,10.399916546
Rural,All,Gabon,$PPP,Energy,11.502107930
Rural,All,Gabon,Local Currency,Energy,5150.839467070
Urban,Higher,Gabon,US$,Energy,16.336366835
Urban,Higher,Gabon,$PPP,Energy,18.067707919
Urban,Higher,Gabon,Local Currency,Energy,8091.026757055
Urban,Middle,Gabon,US$,Energy,52.910188879
Urban,Middle,Gabon,$PPP,Energy,58.517652562
Urban,Middle,Gabon,Local Currency,Energy,26205.199617273
Urban,Lowest,Gabon,US$,Energy,12.916732082
Urban,Lowest,Gabon,$PPP,Energy,14.285657569
Urban,Lowest,Gabon,Local Currency,Energy,6397.360315562
Urban,Low,Gabon,US$,Energy,80.010855914
Urban,Low,Gabon,$PPP,Energy,88.490469733
Urban,Low,Gabon,Local Currency,Energy,39627.536684554
Urban,All,Gabon,US$,Energy,162.174143710
Urban,All,Gabon,$PPP,Energy,179.361487782
Urban,All,Gabon,Local Currency,Energy,80321.123374288
National,Higher,"Gambia, The",US$,Energy,0.175120215
National,Higher,"Gambia, The",$PPP,Energy,0.429212309
National,Higher,"Gambia, The",Local Currency,Energy,4.905467474
National,Middle,"Gambia, The",US$,Energy,6.546606518
National,Middle,"Gambia, The",$PPP,Energy,16.045458201
National,Middle,"Gambia, The",Local Currency,Energy,183.383541776
National,Lowest,"Gambia, The",US$,Energy,5.536932835
National,Lowest,"Gambia, The",$PPP,Energy,13.570790319
National,Lowest,"Gambia, The",Local Currency,Energy,155.100562561
National,Low,"Gambia, The",US$,Energy,11.695004947
National,Low,"Gambia, The",$PPP,Energy,28.663966978
National,Low,"Gambia, The",Local Currency,Energy,327.600478588
National,All,"Gambia, The",US$,Energy,23.953664512
National,All,"Gambia, The",$PPP,Energy,58.709427797
National,All,"Gambia, The",Local Currency,Energy,670.990050297
Rural,Higher,"Gambia, The",US$,Energy,0
Rural,Higher,"Gambia, The",$PPP,Energy,0
Rural,Higher,"Gambia, The",Local Currency,Energy,0
Rural,Middle,"Gambia, The",US$,Energy,1.751727147
Rural,Middle,"Gambia, The",$PPP,Energy,4.293409821
Rural,Middle,"Gambia, The",Local Currency,Energy,49.069380848
Rural,Lowest,"Gambia, The",US$,Energy,1.612681244
Rural,Lowest,"Gambia, The",$PPP,Energy,3.952614141
Rural,Lowest,"Gambia, The",Local Currency,Energy,45.174427015
Rural,Low,"Gambia, The",US$,Energy,2.477951052
Rural,Low,"Gambia, The",$PPP,Energy,6.073354176
Rural,Low,"Gambia, The",Local Currency,Energy,69.412364873
Rural,All,"Gambia, The",US$,Energy,5.842359437
Rural,All,"Gambia, The",$PPP,Energy,14.319378121
Rural,All,"Gambia, The",Local Currency,Energy,163.656172550
Urban,Higher,"Gambia, The",US$,Energy,0.175120215
Urban,Higher,"Gambia, The",$PPP,Energy,0.429212309
Urban,Higher,"Gambia, The",Local Currency,Energy,4.905467474
Urban,Middle,"Gambia, The",US$,Energy,4.794879376
Urban,Middle,"Gambia, The",$PPP,Energy,11.752048394
Urban,Middle,"Gambia, The",Local Currency,Energy,134.314161092
Urban,Lowest,"Gambia, The",US$,Energy,3.924251591
Urban,Lowest,"Gambia, The",$PPP,Energy,9.618176180
Urban,Lowest,"Gambia, The",Local Currency,Energy,109.926135565
Urban,Low,"Gambia, The",US$,Energy,9.217053896
Urban,Low,"Gambia, The",$PPP,Energy,22.590612804
Urban,Low,"Gambia, The",Local Currency,Energy,258.188113741
Urban,All,"Gambia, The",US$,Energy,18.111305075
Urban,All,"Gambia, The",$PPP,Energy,44.390049678
Urban,All,"Gambia, The",Local Currency,Energy,507.333877772
National,Higher,Ghana,US$,Energy,9.505123183
National,Higher,Ghana,$PPP,Energy,17.968073018
National,Higher,Ghana,Local Currency,Energy,13.601831274
National,Middle,Ghana,US$,Energy,133.106984677
National,Middle,Ghana,$PPP,Energy,251.619676451
National,Middle,Ghana,Local Currency,Energy,190.476095073
National,Lowest,Ghana,US$,Energy,293.306289631
National,Lowest,Ghana,$PPP,Energy,554.453501272
National,Lowest,Ghana,Local Currency,Energy,419.721300463
National,Low,Ghana,US$,Energy,467.501767419
National,Low,Ghana,$PPP,Energy,883.745084777
National,Low,Ghana,Local Currency,Energy,668.995029176
National,All,Ghana,US$,Energy,903.420164823
National,All,Ghana,$PPP,Energy,1707.786335353
National,All,Ghana,Local Currency,Energy,1292.794255862
Rural,Higher,Ghana,US$,Energy,0.114398793
Rural,Higher,Ghana,$PPP,Energy,0.216254522
Rural,Higher,Ghana,Local Currency,Energy,0.163704673
Rural,Middle,Ghana,US$,Energy,10.641540715
Rural,Middle,Ghana,$PPP,Energy,20.116307481
Rural,Middle,Ghana,Local Currency,Energy,15.228044763
Rural,Lowest,Ghana,US$,Energy,156.038844313
Rural,Lowest,Ghana,$PPP,Energy,294.969070293
Rural,Lowest,Ghana,Local Currency,Energy,223.291586212
Rural,Low,Ghana,US$,Energy,94.390464112
Rural,Low,Ghana,$PPP,Energy,178.431643520
Rural,Low,Ghana,Local Currency,Energy,135.072754145
Rural,All,Ghana,US$,Energy,261.185247865
Rural,All,Ghana,$PPP,Energy,493.733275686
Rural,All,Ghana,Local Currency,Energy,373.756089694
Urban,Higher,Ghana,US$,Energy,9.390724399
Urban,Higher,Ghana,$PPP,Energy,17.751818515
Urban,Higher,Ghana,Local Currency,Energy,13.438126616
Urban,Middle,Ghana,US$,Energy,122.465443988
Urban,Middle,Ghana,$PPP,Energy,231.503369018
Urban,Middle,Ghana,Local Currency,Energy,175.248050347
Urban,Lowest,Ghana,US$,Energy,137.267445360
Urban,Lowest,Ghana,$PPP,Energy,259.484431056
Urban,Lowest,Ghana,Local Currency,Energy,196.429714310
Urban,Low,Ghana,US$,Energy,373.111303341
Urban,Low,Ghana,$PPP,Energy,705.313441322
Urban,Low,Ghana,Local Currency,Energy,533.922275080
Urban,All,Ghana,US$,Energy,642.234916993
Urban,All,Ghana,$PPP,Energy,1214.053059732
Urban,All,Ghana,Local Currency,Energy,919.038166217
National,Higher,Guatemala,US$,Energy,195.543398203
National,Higher,Guatemala,$PPP,Energy,288.958133636
National,Higher,Guatemala,Local Currency,Energy,1575.688702720
National,Middle,Guatemala,US$,Energy,350.809005570
