Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Urban,Lowest,Latvia,US$,Energy,2.238783555
Urban,Lowest,Latvia,$PPP,Energy,2.838649005
Urban,Lowest,Latvia,Local Currency,Energy,1.186555284
Urban,Low,Latvia,US$,Energy,109.046434519
Urban,Low,Latvia,$PPP,Energy,138.264617930
Urban,Low,Latvia,Local Currency,Energy,57.794610295
Urban,All,Latvia,US$,Energy,647.317391697
Urban,All,Latvia,$PPP,Energy,820.761286123
Urban,All,Latvia,Local Currency,Energy,343.078217599
National,Higher,Lesotho,US$,Energy,1.939412047
National,Higher,Lesotho,$PPP,Energy,3.285914279
National,Higher,Lesotho,Local Currency,Energy,14.198435599
National,Middle,Lesotho,US$,Energy,17.709095831
National,Middle,Lesotho,$PPP,Energy,30.004232950
National,Middle,Lesotho,Local Currency,Energy,129.648290575
National,Lowest,Lesotho,US$,Energy,37.924597793
National,Lowest,Lesotho,$PPP,Energy,64.255029031
National,Lowest,Lesotho,Local Currency,Energy,277.645980443
National,Low,Lesotho,US$,Energy,40.765173633
National,Low,Lesotho,$PPP,Energy,69.067770462
National,Low,Lesotho,Local Currency,Energy,298.441836167
National,All,Lesotho,US$,Energy,98.338279283
National,All,Lesotho,$PPP,Energy,166.612946686
National,All,Lesotho,Local Currency,Energy,719.934542631
Rural,Higher,Lesotho,US$,Energy,0.161120799
Rural,Higher,Lesotho,$PPP,Energy,0.272984348
Rural,Higher,Lesotho,Local Currency,Energy,1.179565367
Rural,Middle,Lesotho,US$,Energy,4.301737594
Rural,Middle,Lesotho,$PPP,Energy,7.288364019
Rural,Middle,Lesotho,Local Currency,Energy,31.493020928
Rural,Lowest,Lesotho,US$,Energy,29.758617077
Rural,Lowest,Lesotho,$PPP,Energy,50.419540759
Rural,Lowest,Lesotho,Local Currency,Energy,217.862835620
Rural,Low,Lesotho,US$,Energy,22.566757791
Rural,Low,Lesotho,$PPP,Energy,38.234490578
Rural,Low,Lesotho,Local Currency,Energy,165.211233786
Rural,All,Lesotho,US$,Energy,56.788233243
Rural,All,Lesotho,$PPP,Energy,96.215379675
Rural,All,Lesotho,Local Currency,Energy,415.746655575
Urban,Higher,Lesotho,US$,Energy,1.778291251
Urban,Higher,Lesotho,$PPP,Energy,3.012929935
Urban,Higher,Lesotho,Local Currency,Energy,13.018870249
Urban,Middle,Lesotho,US$,Energy,13.407358242
Urban,Middle,Lesotho,$PPP,Energy,22.715868940
Urban,Middle,Lesotho,Local Currency,Energy,98.155269691
Urban,Lowest,Lesotho,US$,Energy,8.165980727
Urban,Lowest,Lesotho,$PPP,Energy,13.835488290
Urban,Lowest,Lesotho,Local Currency,Energy,59.783144900
Urban,Low,Lesotho,US$,Energy,18.198415851
Urban,Low,Lesotho,$PPP,Energy,30.833279899
Urban,Low,Lesotho,Local Currency,Energy,133.230602444
Urban,All,Lesotho,US$,Energy,41.550046048
Urban,All,Lesotho,$PPP,Energy,70.397567026
Urban,All,Lesotho,Local Currency,Energy,304.187887118
National,Higher,Liberia,US$,Energy,0
National,Higher,Liberia,$PPP,Energy,0
National,Higher,Liberia,Local Currency,Energy,0
National,Middle,Liberia,US$,Energy,7.736401696
National,Middle,Liberia,$PPP,Energy,13.052367334
National,Middle,Liberia,Local Currency,Energy,552.402290295
National,Lowest,Liberia,US$,Energy,36.387029327
National,Lowest,Liberia,$PPP,Energy,61.389893082
National,Lowest,Liberia,Local Currency,Energy,2598.143055023
National,Low,Liberia,US$,Energy,25.504313205
National,Low,Liberia,$PPP,Energy,43.029263167
National,Low,Liberia,Local Currency,Energy,1821.084475748
National,All,Liberia,US$,Energy,69.627744226
National,All,Liberia,$PPP,Energy,117.471523580
National,All,Liberia,Local Currency,Energy,4971.629820952
Rural,Higher,Liberia,US$,Energy,0
Rural,Higher,Liberia,$PPP,Energy,0
Rural,Higher,Liberia,Local Currency,Energy,0
Rural,Middle,Liberia,US$,Energy,0.177724304
Rural,Middle,Liberia,$PPP,Energy,0.299845198
Rural,Middle,Liberia,Local Currency,Energy,12.690048478
Rural,Lowest,Liberia,US$,Energy,11.080043675
Rural,Lowest,Liberia,$PPP,Energy,18.693548475
Rural,Lowest,Liberia,Local Currency,Energy,791.148358549
Rural,Low,Liberia,US$,Energy,2.277441968
Rural,Low,Liberia,$PPP,Energy,3.842355957
Rural,Low,Liberia,Local Currency,Energy,162.616188822
Rural,All,Liberia,US$,Energy,13.535209946
Rural,All,Liberia,$PPP,Energy,22.835749628
Rural,All,Liberia,Local Currency,Energy,966.454595768
Urban,Higher,Liberia,US$,Energy,0
Urban,Higher,Liberia,$PPP,Energy,0
Urban,Higher,Liberia,Local Currency,Energy,0
Urban,Middle,Liberia,US$,Energy,7.558677393
Urban,Middle,Liberia,$PPP,Energy,12.752522137
Urban,Middle,Liberia,Local Currency,Energy,539.712241874
Urban,Lowest,Liberia,US$,Energy,25.306985652
Urban,Lowest,Liberia,$PPP,Energy,42.696344608
Urban,Lowest,Liberia,Local Currency,Energy,1806.994696505
Urban,Low,Liberia,US$,Energy,23.226871237
Urban,Low,Liberia,$PPP,Energy,39.186907210
Urban,Low,Liberia,Local Currency,Energy,1658.468286957
Urban,All,Liberia,US$,Energy,56.092534280
Urban,All,Liberia,$PPP,Energy,94.635773952
Urban,All,Liberia,Local Currency,Energy,4005.175225216
National,Higher,Lithuania,US$,Energy,57.786010494
National,Higher,Lithuania,$PPP,Energy,82.110328979
National,Higher,Lithuania,Local Currency,Energy,150.590343347
National,Middle,Lithuania,US$,Energy,230.612583822
National,Middle,Lithuania,$PPP,Energy,327.686146914
National,Middle,Lithuania,Local Currency,Energy,600.976393440
National,Lowest,Lithuania,US$,Energy,2.149410727
National,Lowest,Lithuania,$PPP,Energy,3.054179037
National,Lowest,Lithuania,Local Currency,Energy,5.601364354
National,Low,Lithuania,US$,Energy,98.876212380
National,Low,Lithuania,$PPP,Energy,140.496951725
National,Low,Lithuania,Local Currency,Energy,257.671409464
National,All,Lithuania,US$,Energy,389.424217379
National,All,Lithuania,$PPP,Energy,553.347606592
National,All,Lithuania,Local Currency,Energy,1014.839510490
Rural,Higher,Lithuania,US$,Energy,16.528003988
Rural,Higher,Lithuania,$PPP,Energy,23.485266299
Rural,Higher,Lithuania,Local Currency,Energy,43.071978392
Rural,Middle,Lithuania,US$,Energy,48.111638071
Rural,Middle,Lithuania,$PPP,Energy,68.363647118
Rural,Middle,Lithuania,Local Currency,Energy,125.378928814
Rural,Lowest,Lithuania,US$,Energy,0.602095483
Rural,Lowest,Lithuania,$PPP,Energy,0.855540255
Rural,Lowest,Lithuania,Local Currency,Energy,1.569060828
Rural,Low,Lithuania,US$,Energy,26.144097277
Rural,Low,Lithuania,$PPP,Energy,37.149137135
Rural,Low,Lithuania,Local Currency,Energy,68.131517505
Rural,All,Lithuania,US$,Energy,91.385834785
Rural,All,Lithuania,$PPP,Energy,129.853590757
Rural,All,Lithuania,Local Currency,Energy,238.151485448
Urban,Higher,Lithuania,US$,Energy,41.258006522
Urban,Higher,Lithuania,$PPP,Energy,58.625062702
Urban,Higher,Lithuania,Local Currency,Energy,107.518364996
Urban,Middle,Lithuania,US$,Energy,182.500945763
Urban,Middle,Lithuania,$PPP,Energy,259.322499814
Urban,Middle,Lithuania,Local Currency,Energy,475.597464659
Urban,Lowest,Lithuania,US$,Energy,1.547315260
Urban,Lowest,Lithuania,$PPP,Energy,2.198638804
Urban,Lowest,Lithuania,Local Currency,Energy,4.032303566
Urban,Low,Lithuania,US$,Energy,72.732115117
Urban,Low,Lithuania,$PPP,Energy,103.347814610
Urban,Low,Lithuania,Local Currency,Energy,189.539891995
Urban,All,Lithuania,US$,Energy,298.038382608
Urban,All,Lithuania,$PPP,Energy,423.494015854
Urban,All,Lithuania,Local Currency,Energy,776.688025076
National,Higher,"Macedonia, FYR",US$,Energy,166.293922697
National,Higher,"Macedonia, FYR",$PPP,Energy,346.333915617
National,Higher,"Macedonia, FYR",Local Currency,Energy,7730.172996571
National,Middle,"Macedonia, FYR",US$,Energy,276.577315925
National,Middle,"Macedonia, FYR",$PPP,Energy,576.016869659
National,Middle,"Macedonia, FYR",Local Currency,Energy,12856.696530787
National,Lowest,"Macedonia, FYR",US$,Energy,0.295527134
National,Lowest,"Macedonia, FYR",$PPP,Energy,0.615482922
National,Lowest,"Macedonia, FYR",Local Currency,Energy,13.737578823
National,Low,"Macedonia, FYR",US$,Energy,46.952217363
National,Low,"Macedonia, FYR",$PPP,Energy,97.785565596
National,Low,"Macedonia, FYR",Local Currency,Energy,2182.573824106
National,All,"Macedonia, FYR",US$,Energy,490.118983115
National,All,"Macedonia, FYR",$PPP,Energy,1020.751833786
National,All,"Macedonia, FYR",Local Currency,Energy,22783.180930097
Rural,Higher,"Macedonia, FYR",US$,Energy,48.492924370
Rural,Higher,"Macedonia, FYR",$PPP,Energy,100.994336440
Rural,Higher,"Macedonia, FYR",Local Currency,Energy,2254.193589335
Rural,Middle,"Macedonia, FYR",US$,Energy,104.842693739
Rural,Middle,"Macedonia, FYR",$PPP,Energy,218.351819824
Rural,Middle,"Macedonia, FYR",Local Currency,Energy,4873.612618478
Rural,Lowest,"Macedonia, FYR",US$,Energy,0.064849357
Rural,Lowest,"Macedonia, FYR",$PPP,Energy,0.135059246
Rural,Lowest,"Macedonia, FYR",Local Currency,Energy,3.014522379
Rural,Low,"Macedonia, FYR",US$,Energy,20.152288396
Rural,Low,"Macedonia, FYR",$PPP,Energy,41.970390954
Rural,Low,"Macedonia, FYR",Local Currency,Energy,936.779126092
Rural,All,"Macedonia, FYR",US$,Energy,173.552755859
Rural,All,"Macedonia, FYR",$PPP,Energy,361.451606456
Rural,All,"Macedonia, FYR",Local Currency,Energy,8067.599856098
Urban,Higher,"Macedonia, FYR",US$,Energy,117.800998330
Urban,Higher,"Macedonia, FYR",$PPP,Energy,245.339579183
Urban,Higher,"Macedonia, FYR",Local Currency,Energy,5475.979407360
Urban,Middle,"Macedonia, FYR",US$,Energy,171.734622188
Urban,Middle,"Macedonia, FYR",$PPP,Energy,357.665049839
Urban,Middle,"Macedonia, FYR",Local Currency,Energy,7983.083912405
Urban,Lowest,"Macedonia, FYR",US$,Energy,0.230677777
Urban,Lowest,"Macedonia, FYR",$PPP,Energy,0.480423676
Urban,Lowest,"Macedonia, FYR",Local Currency,Energy,10.723056453
Urban,Low,"Macedonia, FYR",US$,Energy,26.799928968
Urban,Low,"Macedonia, FYR",$PPP,Energy,55.815174645
Urban,Low,"Macedonia, FYR",Local Currency,Energy,1245.794698069
Urban,All,"Macedonia, FYR",US$,Energy,316.566227258
Urban,All,"Macedonia, FYR",$PPP,Energy,659.300227334
Urban,All,"Macedonia, FYR",Local Currency,Energy,14715.581074093
National,Higher,Madagascar,US$,Energy,0.009774359
National,Higher,Madagascar,$PPP,Energy,0.018983611
National,Higher,Madagascar,Local Currency,Energy,20.427921701
National,Middle,Madagascar,US$,Energy,0.160590378
National,Middle,Madagascar,$PPP,Energy,0.311896176
National,Middle,Madagascar,Local Currency,Energy,335.625861324
National,Lowest,Madagascar,US$,Energy,103.269508421
National,Lowest,Madagascar,$PPP,Energy,200.568459582
National,Lowest,Madagascar,Local Currency,Energy,215828.109123612
National,Low,Madagascar,US$,Energy,19.535796864
National,Low,Madagascar,$PPP,Energy,37.942125838
National,Low,Madagascar,Local Currency,Energy,40828.838656478
National,All,Madagascar,US$,Energy,122.975670022
National,All,Madagascar,$PPP,Energy,238.841465207
National,All,Madagascar,Local Currency,Energy,257013.00156304
Rural,Higher,Madagascar,US$,Energy,0.009774359
Rural,Higher,Madagascar,$PPP,Energy,0.018983611
Rural,Higher,Madagascar,Local Currency,Energy,20.427921701
Rural,Middle,Madagascar,US$,Energy,0.009304044
Rural,Middle,Madagascar,$PPP,Energy,0.018070171
Rural,Middle,Madagascar,Local Currency,Energy,19.444986136
Rural,Lowest,Madagascar,US$,Energy,24.050498185
Rural,Lowest,Madagascar,$PPP,Energy,46.710509683
Rural,Lowest,Madagascar,Local Currency,Energy,50264.338680697
Rural,Low,Madagascar,US$,Energy,1.248754644
Rural,Low,Madagascar,$PPP,Energy,2.425312167
Rural,Low,Madagascar,Local Currency,Energy,2609.834767413
Rural,All,Madagascar,US$,Energy,25.318331231
Rural,All,Madagascar,$PPP,Energy,49.172875632
Rural,All,Madagascar,Local Currency,Energy,52914.046355894
Urban,Higher,Madagascar,US$,Energy,0
Urban,Higher,Madagascar,$PPP,Energy,0
Urban,Higher,Madagascar,Local Currency,Energy,0
Urban,Middle,Madagascar,US$,Energy,0.151286335
Urban,Middle,Madagascar,$PPP,Energy,0.293826005
Urban,Middle,Madagascar,Local Currency,Energy,316.180875193
Urban,Lowest,Madagascar,US$,Energy,79.219010236
Urban,Lowest,Madagascar,$PPP,Energy,153.857949899
Urban,Lowest,Madagascar,Local Currency,Energy,165563.770442956
Urban,Low,Madagascar,US$,Energy,18.287042221
Urban,Low,Madagascar,$PPP,Energy,35.516813671
Urban,Low,Madagascar,Local Currency,Energy,38219.003889116
Urban,All,Madagascar,US$,Energy,97.657338791
Urban,All,Madagascar,$PPP,Energy,189.668589575
Urban,All,Madagascar,Local Currency,Energy,204098.955207186
National,Higher,Malawi,US$,Energy,1.795934216
National,Higher,Malawi,$PPP,Energy,3.403323835
National,Higher,Malawi,Local Currency,Energy,270.264752422
National,Middle,Malawi,US$,Energy,16.916178621
National,Middle,Malawi,$PPP,Energy,32.056426890
National,Middle,Malawi,Local Currency,Energy,2545.664972176
National,Lowest,Malawi,US$,Energy,81.165859051
National,Lowest,Malawi,$PPP,Energy,153.810590729
National,Lowest,Malawi,Local Currency,Energy,12214.406630994
National,Low,Malawi,US$,Energy,58.604615715
National,Low,Malawi,$PPP,Energy,111.056676636
National,Low,Malawi,Local Currency,Energy,8819.232805047
National,All,Malawi,US$,Energy,158.482587602
National,All,Malawi,$PPP,Energy,300.327018089
National,All,Malawi,Local Currency,Energy,23849.569160521
Rural,Higher,Malawi,US$,Energy,0
Rural,Higher,Malawi,$PPP,Energy,0
Rural,Higher,Malawi,Local Currency,Energy,0
Rural,Middle,Malawi,US$,Energy,1.704758943
Rural,Middle,Malawi,$PPP,Energy,3.230545246
Rural,Middle,Malawi,Local Currency,Energy,256.544059092
Rural,Lowest,Malawi,US$,Energy,47.618916928
Rural,Lowest,Malawi,$PPP,Energy,90.238603130
Rural,Lowest,Malawi,Local Currency,Energy,7166.027951733
Rural,Low,Malawi,US$,Energy,14.810494104
Rural,Low,Malawi,$PPP,Energy,28.066121320
Rural,Low,Malawi,Local Currency,Energy,2228.786826265
Rural,All,Malawi,US$,Energy,64.134169975
Rural,All,Malawi,$PPP,Energy,121.535269695
Rural,All,Malawi,Local Currency,Energy,9651.358837014
Urban,Higher,Malawi,US$,Energy,1.795934216
Urban,Higher,Malawi,$PPP,Energy,3.403323835
Urban,Higher,Malawi,Local Currency,Energy,270.264752424
Urban,Middle,Malawi,US$,Energy,15.211419678
Urban,Middle,Malawi,$PPP,Energy,28.825881644
Urban,Middle,Malawi,Local Currency,Energy,2289.120913130
Urban,Lowest,Malawi,US$,Energy,33.546942123
Urban,Lowest,Malawi,$PPP,Energy,63.571987600
Urban,Lowest,Malawi,Local Currency,Energy,5048.378679318
Urban,Low,Malawi,US$,Energy,43.794121611
Urban,Low,Malawi,$PPP,Energy,82.990555317
Urban,Low,Malawi,Local Currency,Energy,6590.445978829
Urban,All,Malawi,US$,Energy,94.348417628
Urban,All,Malawi,$PPP,Energy,178.791748395
Urban,All,Malawi,Local Currency,Energy,14198.210323554
National,Higher,Maldives,US$,Energy,0.353773012
National,Higher,Maldives,$PPP,Energy,0.375605055
National,Higher,Maldives,Local Currency,Energy,4.528294548
National,Middle,Maldives,US$,Energy,6.243165178
National,Middle,Maldives,$PPP,Energy,6.628443453
National,Middle,Maldives,Local Currency,Energy,79.912514273
National,Lowest,Maldives,US$,Energy,10.005782298
National,Lowest,Maldives,$PPP,Energy,10.623259241
National,Lowest,Maldives,Local Currency,Energy,128.074013411
National,Low,Maldives,US$,Energy,23.283462902
National,Low,Maldives,$PPP,Energy,24.720332211
National,Low,Maldives,Local Currency,Energy,298.028325140
National,All,Maldives,US$,Energy,39.886183373
National,All,Maldives,$PPP,Energy,42.347639945
National,All,Maldives,Local Currency,Energy,510.543147181
Rural,Higher,Maldives,US$,Energy,0
Rural,Higher,Maldives,$PPP,Energy,0
Rural,Higher,Maldives,Local Currency,Energy,0
Rural,Middle,Maldives,US$,Energy,1.551725626
Rural,Middle,Maldives,$PPP,Energy,1.647485734
Rural,Middle,Maldives,Local Currency,Energy,19.862088009
Rural,Lowest,Maldives,US$,Energy,7.321963325
Rural,Lowest,Maldives,$PPP,Energy,7.773816404
Rural,Lowest,Maldives,Local Currency,Energy,93.721130564
Rural,Low,Maldives,US$,Energy,12.861018588
Rural,Low,Maldives,$PPP,Energy,13.654697903
Rural,Low,Maldives,Local Currency,Energy,164.621037921
Rural,All,Maldives,US$,Energy,21.734707527
Rural,All,Maldives,$PPP,Energy,23.076000029
Rural,All,Maldives,Local Currency,Energy,278.204256346
Urban,Higher,Maldives,US$,Energy,0.353773012
Urban,Higher,Maldives,$PPP,Energy,0.375605055
Urban,Higher,Maldives,Local Currency,Energy,4.528294548
Urban,Middle,Maldives,US$,Energy,4.691439555
Urban,Middle,Maldives,$PPP,Energy,4.980957723
Urban,Middle,Maldives,Local Currency,Energy,60.050426304
Urban,Lowest,Maldives,US$,Energy,2.683818981
Urban,Lowest,Maldives,$PPP,Energy,2.849442847
Urban,Lowest,Maldives,Local Currency,Energy,34.352882957
Urban,Low,Maldives,US$,Energy,10.422444320
Urban,Low,Maldives,$PPP,Energy,11.065634314
Urban,Low,Maldives,Local Currency,Energy,133.407287293
Urban,All,Maldives,US$,Energy,18.151475852
Urban,All,Maldives,$PPP,Energy,19.271639923
Urban,All,Maldives,Local Currency,Energy,232.338890906
National,Higher,Mali,US$,Energy,0.309626414
National,Higher,Mali,$PPP,Energy,0.508822106
National,Higher,Mali,Local Currency,Energy,153.350841664
National,Middle,Mali,US$,Energy,12.690096812
National,Middle,Mali,$PPP,Energy,20.854169692
National,Middle,Mali,Local Currency,Energy,6285.113078597
National,Lowest,Mali,US$,Energy,216.836226247
National,Lowest,Mali,$PPP,Energy,356.336088270
National,Lowest,Mali,Local Currency,Energy,107393.995627057
National,Low,Mali,US$,Energy,80.926397031
National,Low,Mali,$PPP,Energy,132.989751090
National,Low,Mali,Local Currency,Energy,40080.983142417
National,All,Mali,US$,Energy,310.762346504
National,All,Mali,$PPP,Energy,510.688831158
National,All,Mali,Local Currency,Energy,153913.442689582
Rural,Higher,Mali,US$,Energy,0
Rural,Higher,Mali,$PPP,Energy,0
Rural,Higher,Mali,Local Currency,Energy,0
Rural,Middle,Mali,US$,Energy,0
Rural,Middle,Mali,$PPP,Energy,0
Rural,Middle,Mali,Local Currency,Energy,0
Rural,Lowest,Mali,US$,Energy,131.501898574
Rural,Lowest,Mali,$PPP,Energy,216.102599408
Rural,Lowest,Mali,Local Currency,Energy,65129.865820106
Rural,Low,Mali,US$,Energy,4.846369981
Rural,Low,Mali,$PPP,Energy,7.964243573
Rural,Low,Mali,Local Currency,Energy,2400.295584890
Rural,All,Mali,US$,Energy,136.348268555
Rural,All,Mali,$PPP,Energy,224.066842981
Rural,All,Mali,Local Currency,Energy,67530.161404957
Urban,Higher,Mali,US$,Energy,0.309626414
Urban,Higher,Mali,$PPP,Energy,0.508822106
Urban,Higher,Mali,Local Currency,Energy,153.350841664
Urban,Middle,Mali,US$,Energy,12.690096812
Urban,Middle,Mali,$PPP,Energy,20.854169692
Urban,Middle,Mali,Local Currency,Energy,6285.113078597
Urban,Lowest,Mali,US$,Energy,85.334327673
Urban,Lowest,Mali,$PPP,Energy,140.233488861
Urban,Lowest,Mali,Local Currency,Energy,42264.129807006
Urban,Low,Mali,US$,Energy,76.080027051
Urban,Low,Mali,$PPP,Energy,125.025507517
Urban,Low,Mali,Local Currency,Energy,37680.687557566
Urban,All,Mali,US$,Energy,174.414077950
Urban,All,Mali,$PPP,Energy,286.621988177
Urban,All,Mali,Local Currency,Energy,86383.281284678
National,Higher,Mauritania,US$,Energy,1.630842506
National,Higher,Mauritania,$PPP,Energy,3.008301768
National,Higher,Mauritania,Local Currency,Energy,449.939662248
National,Middle,Mauritania,US$,Energy,18.995880750
National,Middle,Mauritania,$PPP,Energy,35.040380324
National,Middle,Mauritania,Local Currency,Energy,5240.849523531
National,Lowest,Mauritania,US$,Energy,17.169628346
National,Lowest,Mauritania,$PPP,Energy,31.671619504
National,Lowest,Mauritania,Local Currency,Energy,4736.997442769
National,Low,Mauritania,US$,Energy,50.244050717
National,Low,Mauritania,$PPP,Energy,92.681706595
National,Low,Mauritania,Local Currency,Energy,13862.032128628
National,All,Mauritania,US$,Energy,88.040402318
National,All,Mauritania,$PPP,Energy,162.402008191
National,All,Mauritania,Local Currency,Energy,24289.818757070
Rural,Higher,Mauritania,US$,Energy,0.021099548
Rural,Higher,Mauritania,$PPP,Energy,0.038920868
Rural,Higher,Mauritania,Local Currency,Energy,5.821238590
Rural,Middle,Mauritania,US$,Energy,0.603618154
Rural,Middle,Mauritania,$PPP,Energy,1.113452436
Rural,Middle,Mauritania,Local Currency,Energy,166.534627048
Rural,Lowest,Mauritania,US$,Energy,4.206577962
Rural,Lowest,Mauritania,$PPP,Energy,7.759581859
Rural,Lowest,Mauritania,Local Currency,Energy,1160.569620291
Rural,Low,Mauritania,US$,Energy,6.467547254
Rural,Low,Mauritania,$PPP,Energy,11.930234692
Rural,Low,Mauritania,Local Currency,Energy,1784.357482017
Rural,All,Mauritania,US$,Energy,11.298842918
Rural,All,Mauritania,$PPP,Energy,20.842189855
Rural,All,Mauritania,Local Currency,Energy,3117.282967914
Urban,Higher,Mauritania,US$,Energy,1.609742958
Urban,Higher,Mauritania,$PPP,Energy,2.969380900
Urban,Higher,Mauritania,Local Currency,Energy,444.118423671
Urban,Middle,Mauritania,US$,Energy,18.392262595
Urban,Middle,Mauritania,$PPP,Energy,33.926927888
Urban,Middle,Mauritania,Local Currency,Energy,5074.314896498
Urban,Lowest,Mauritania,US$,Energy,12.963050384
Urban,Lowest,Mauritania,$PPP,Energy,23.912037646
Urban,Lowest,Mauritania,Local Currency,Energy,3576.427822517
Urban,Low,Mauritania,US$,Energy,43.776503464
Urban,Low,Mauritania,$PPP,Energy,80.751471903
Urban,Low,Mauritania,Local Currency,Energy,12077.674646642
Urban,All,Mauritania,US$,Energy,76.741559400
Urban,All,Mauritania,$PPP,Energy,141.559818336
Urban,All,Mauritania,Local Currency,Energy,21172.535789185
National,Higher,Mauritius,US$,Energy,2.975264707
National,Higher,Mauritius,$PPP,Energy,4.204294182
National,Higher,Mauritius,Local Currency,Energy,91.590548748
National,Middle,Mauritius,US$,Energy,13.419378382
National,Middle,Mauritius,$PPP,Energy,18.962687359
National,Middle,Mauritius,Local Currency,Energy,413.102144116
National,Lowest,Mauritius,US$,Energy,4.266117480
National,Lowest,Mauritius,$PPP,Energy,6.028375511
National,Lowest,Mauritius,Local Currency,Energy,131.328160507
National,Low,Mauritius,US$,Energy,21.089865655
National,Low,Mauritius,$PPP,Energy,29.801717894
National,Low,Mauritius,Local Currency,Energy,649.230424325
National,All,Mauritius,US$,Energy,41.750626223
National,All,Mauritius,$PPP,Energy,58.997074943
National,All,Mauritius,Local Currency,Energy,1285.251277643
Rural,Higher,Mauritius,US$,Energy,0.582576430
Rural,Higher,Mauritius,$PPP,Energy,0.823228498
Rural,Higher,Mauritius,Local Currency,Energy,17.934032823
Rural,Middle,Mauritius,US$,Energy,4.739327649
Rural,Middle,Mauritius,$PPP,Energy,6.697060470
Rural,Middle,Mauritius,Local Currency,Energy,145.895462346
Rural,Lowest,Mauritius,US$,Energy,3.231893692
Rural,Lowest,Mauritius,$PPP,Energy,4.566932082
Rural,Lowest,Mauritius,Local Currency,Energy,99.490615406
Rural,Low,Mauritius,US$,Energy,9.518407327
Rural,Low,Mauritius,$PPP,Energy,13.450293833
Rural,Low,Mauritius,Local Currency,Energy,293.014651148
Rural,All,Mauritius,US$,Energy,18.072205096
Rural,All,Mauritius,$PPP,Energy,25.537514880
Rural,All,Mauritius,Local Currency,Energy,556.334761669
Urban,Higher,Mauritius,US$,Energy,2.392688278
Urban,Higher,Mauritius,$PPP,Energy,3.381065685
Urban,Higher,Mauritius,Local Currency,Energy,73.656515943
Urban,Middle,Mauritius,US$,Energy,8.680050734
Urban,Middle,Mauritius,$PPP,Energy,12.265626890
Urban,Middle,Mauritius,Local Currency,Energy,267.206681788
Urban,Lowest,Mauritius,US$,Energy,1.034223789
Urban,Lowest,Mauritius,$PPP,Energy,1.461443430
Urban,Lowest,Mauritius,Local Currency,Energy,31.837545129
Urban,Low,Mauritius,US$,Energy,11.571458329
Urban,Low,Mauritius,$PPP,Energy,16.351424062
Urban,Low,Mauritius,Local Currency,Energy,356.215773197
Urban,All,Mauritius,US$,Energy,23.678421128
Urban,All,Mauritius,$PPP,Energy,33.459560064
Urban,All,Mauritius,Local Currency,Energy,728.916515992
National,Higher,Mexico,US$,Energy,899.238699041
National,Higher,Mexico,$PPP,Energy,1269.442542853
National,Higher,Mexico,Local Currency,Energy,11362.780201078
National,Middle,Mexico,US$,Energy,2853.338905468
National,Middle,Mexico,$PPP,Energy,4028.018144285
National,Middle,Mexico,Local Currency,Energy,36054.790409499
National,Lowest,Mexico,US$,Energy,1223.051791150
National,Lowest,Mexico,$PPP,Energy,1726.564901460
National,Lowest,Mexico,Local Currency,Energy,15454.482432969
National,Low,Mexico,US$,Energy,4386.798073017
National,Low,Mexico,$PPP,Energy,6192.780745240
National,Low,Mexico,Local Currency,Energy,55431.580450644
National,All,Mexico,US$,Energy,9362.427468665
National,All,Mexico,$PPP,Energy,13216.806333823
National,All,Mexico,Local Currency,Energy,118303.633494054
Rural,Higher,Mexico,US$,Energy,32.184508028
Rural,Higher,Mexico,$PPP,Energy,45.434414417
Rural,Higher,Mexico,Local Currency,Energy,406.683443446
Rural,Middle,Mexico,US$,Energy,174.638331204
Rural,Middle,Mexico,$PPP,Energy,246.534460183
Rural,Middle,Mexico,Local Currency,Energy,2206.729953098
Rural,Lowest,Mexico,US$,Energy,441.159468991
Rural,Lowest,Mexico,$PPP,Energy,622.778577832
Rural,Lowest,Mexico,Local Currency,Energy,5574.491050174
Rural,Low,Mexico,US$,Energy,720.057242855
Rural,Low,Mexico,$PPP,Energy,1016.494617441
Rural,Low,Mexico,Local Currency,Energy,9098.643320715
Rural,All,Mexico,US$,Energy,1368.039551068
Rural,All,Mexico,$PPP,Energy,1931.242069858
Rural,All,Mexico,Local Currency,Energy,17286.547767296
Urban,Higher,Mexico,US$,Energy,867.054191015
Urban,Higher,Mexico,$PPP,Energy,1224.008128440
Urban,Higher,Mexico,Local Currency,Energy,10956.096757664
Urban,Middle,Mexico,US$,Energy,2678.700574267
Urban,Middle,Mexico,$PPP,Energy,3781.483684107
Urban,Middle,Mexico,Local Currency,Energy,33848.060456444
Urban,Lowest,Mexico,US$,Energy,781.892322163
Urban,Lowest,Mexico,$PPP,Energy,1103.786323635
Urban,Lowest,Mexico,Local Currency,Energy,9879.991382858
Urban,Low,Mexico,US$,Energy,3666.740830167
Urban,Low,Mexico,$PPP,Energy,5176.286127805
Urban,Low,Mexico,Local Currency,Energy,46332.937129985
Urban,All,Mexico,US$,Energy,7994.387917601
Urban,All,Mexico,$PPP,Energy,11285.564263972
Urban,All,Mexico,Local Currency,Energy,101017.085726811
National,Higher,Moldova,US$,Energy,1.200552672
National,Higher,Moldova,$PPP,Energy,2.239088661
National,Higher,Moldova,Local Currency,Energy,14.849635997
National,Middle,Moldova,US$,Energy,11.900448735
